Date,Load,Irridiance,Temperature,Wind,Humidity
3/31/22 13:00,3564,234.62,31.94,11.87,16.66
3/31/22 14:00,3810,161.48,31.15,11.47,16.85
3/31/22 15:00,5130,85.12,30.15,10.83,17.15
3/31/22 16:00,5271,20.75,28.93,10.05,17.52
3/31/22 17:00,7457,0,27.8,9.48,18.19
3/31/22 18:00,8941,0,27.23,9.4,18.74
3/31/22 19:00,9043,0,26.83,9.32,18.92
3/31/22 20:00,5042,0,26.58,9.35,18.86
3/31/22 21:00,5299,0,26.57,9.4,18.68
3/31/22 22:00,3365,0,26.51,9.03,18.62
3/31/22 23:00,3472,0,26.42,8.8,18.62
4/1/22 0:00,3076,0,26.33,8.48,18.68
4/1/22 1:00,3434,0,26.23,8.26,18.8
4/1/22 2:00,3444,0,26.06,8.06,19.04
4/1/22 3:00,3182,0,25.92,7.79,19.17
4/1/22 4:00,3492,0.27,25.85,7.75,19.23
4/1/22 5:00,3073,28.42,26.37,7.57,19.23
4/1/22 6:00,3004,115.48,27.64,7.82,18.74
4/1/22 7:00,3015,212.9,28.88,8.16,18.01
4/1/22 8:00,5070,293.83,30.07,8,17.94
4/1/22 9:00,7312,294.17,31,7.88,17.76
4/1/22 10:00,7399,371.73,31.55,7.73,17.7
4/1/22 11:00,4927,372.52,31.82,7.63,17.52
4/1/22 12:00,4973,344.85,31.68,7.53,17.33
4/1/22 13:00,3747,274.83,31.17,7.27,17.21
4/1/22 14:00,3538,183.83,30.48,6.86,17.21
4/1/22 15:00,5131,95.83,29.62,6.55,17.21
4/1/22 16:00,5485,26.17,28.5,6.38,17.27
4/1/22 17:00,7274,0,27.37,6.24,17.52
4/1/22 18:00,9391,0,26.79,6.3,17.82
4/1/22 19:00,8938,0,26.26,6.2,18.07
4/1/22 20:00,5186,0,25.78,6.23,18.31
4/1/22 21:00,5169,0,25.44,6.58,18.49
4/1/22 22:00,3187,0,25.55,7.01,18.31
4/1/22 23:00,3350,0,25.56,7.3,17.88
4/2/22 0:00,3073,0,25.55,7.39,17.64
4/2/22 1:00,3442,0,25.41,7.04,17.58
4/2/22 2:00,3218,0,25.06,6.43,17.7
4/2/22 3:00,3356,0,24.75,5.77,17.76
4/2/22 4:00,3246,0,24.58,5.25,17.7
4/2/22 5:00,3122,25.35,25.45,4.76,17.7
4/2/22 6:00,3220,126.85,26.94,4.58,17.21
4/2/22 7:00,3072,219.5,28.29,4.14,16.85
4/2/22 8:00,4960,312.7,29.73,3.88,16.72
4/2/22 9:00,7380,382.15,30.99,3.84,16.48
4/2/22 10:00,7544,400.02,31.99,3.97,15.75
4/2/22 11:00,4956,389.55,32.52,4.24,15.01
4/2/22 12:00,5285,348.73,32.69,4.53,14.59
4/2/22 13:00,3961,280.38,32.3,4.81,14.4
4/2/22 14:00,3582,187.42,31.69,4.85,14.22
4/2/22 15:00,5148,100.45,30.76,4.61,14.22
4/2/22 16:00,5747,25.35,29.25,4.3,14.59
4/2/22 17:00,7508,0,27.37,4,15.44
4/2/22 18:00,9284,0,26.37,3.55,16.24
4/2/22 19:00,8914,0,25.61,3.19,16.91
4/2/22 20:00,5158,0,25.01,3.04,17.46
4/2/22 21:00,5289,0,24.54,2.9,17.82
4/2/22 22:00,3328,0,24.16,2.61,18.07
4/2/22 23:00,3446,0,23.92,2.27,18.25
4/3/22 0:00,3067,0,23.8,2.2,18.25
4/3/22 1:00,3353,0,23.53,2.48,18.07
4/3/22 2:00,3233,0,23.19,2.72,17.76
4/3/22 3:00,3223,0,22.84,2.85,17.33
4/3/22 4:00,3143,0,22.47,3.05,16.78
4/3/22 5:00,3224,32.67,23.71,3.12,16.36
4/3/22 6:00,3311,109.4,25.94,2.19,15.5
4/3/22 7:00,3403,202.27,28.56,1.54,13.67
4/3/22 8:00,5038,293.77,31.41,1.31,11.9
4/3/22 9:00,7251,335.5,33.32,0.78,10.44
4/3/22 10:00,7570,416.15,34.57,0.67,9.4
4/3/22 11:00,5124,411,35.43,1.56,8.97
4/3/22 12:00,4807,379.35,35.72,2.36,8.91
4/3/22 13:00,3788,310.23,35.63,2.99,8.97
4/3/22 14:00,3583,215.02,35.19,3.4,9.22
4/3/22 15:00,4828,110.75,34.35,3.57,9.58
4/3/22 16:00,5537,29.48,31.86,4.02,11.9
4/3/22 17:00,7173,0,29.37,4.61,12.33
4/3/22 18:00,9070,0,28.41,4.41,12.39
4/3/22 19:00,9145,0,27.9,3.74,12.08
4/3/22 20:00,5128,0,27.54,3.02,11.84
4/3/22 21:00,4941,0,26.99,2.45,11.96
4/3/22 22:00,3153,0,26.21,2.12,12.21
4/3/22 23:00,3324,0,25.3,2.04,12.51
4/4/22 0:00,3246,0,24.56,1.94,12.88
4/4/22 1:00,3113,0,23.97,1.83,13.18
4/4/22 2:00,3005,0,23.4,1.83,13.31
4/4/22 3:00,3335,0,22.86,1.82,13.24
4/4/22 4:00,3177,0,22.37,1.89,13
4/4/22 5:00,3226,35.73,23.01,2.13,12.76
4/4/22 6:00,3296,121.12,24.61,2,12.27
4/4/22 7:00,3156,265.45,27.48,2.04,11.72
4/4/22 8:00,5273,356.7,31.12,3.01,10.93
4/4/22 9:00,7240,373.65,34.15,3.73,10.31
4/4/22 10:00,7185,380.2,35.3,3.65,10.13
4/4/22 11:00,5122,384.45,35.87,3.53,9.89
4/4/22 12:00,4944,349.35,36.08,3.54,9.77
4/4/22 13:00,3846,283.73,35.92,3.71,9.7
4/4/22 14:00,3567,186.55,35.39,3.97,9.89
4/4/22 15:00,4813,97.67,34.41,4.21,10.13
4/4/22 16:00,5386,25.3,31.87,4.43,12.21
4/4/22 17:00,7185,0,29.48,4.8,12.63
4/4/22 18:00,9016,0,28.47,4.65,12.63
4/4/22 19:00,9201,0,28,3.55,12.45
4/4/22 20:00,4941,0,28.16,1.53,11.35
4/4/22 21:00,5136,0,27.1,2.06,11.6
4/4/22 22:00,3399,0,25.57,4.31,12.7
4/4/22 23:00,3077,0,25.07,5.29,14.47
4/5/22 0:00,3023,0,24.8,5.54,16.42
4/5/22 1:00,3249,0,24.53,4.94,17.64
4/5/22 2:00,3138,0,24.31,4.08,17.94
4/5/22 3:00,3024,0,24.14,3.48,17.88
4/5/22 4:00,3067,0,24.04,3.25,17.58
4/5/22 5:00,3067,31.02,25.09,2.79,17.46
4/5/22 6:00,3451,103.65,26.46,1.8,16.91
4/5/22 7:00,3297,194.85,28.26,0.6,14.1
4/5/22 8:00,4898,289.2,30.38,1.8,12.21
4/5/22 9:00,7225,353.42,31.83,2.15,12.57
4/5/22 10:00,7253,444.12,33.15,1.77,12.08
4/5/22 11:00,5265,423.7,34.21,1.37,11.47
4/5/22 12:00,4808,357.8,34.82,1.49,11.05
4/5/22 13:00,3840,314.23,34.98,2.12,10.8
4/5/22 14:00,3629,202.23,34.69,2.87,10.56
4/5/22 15:00,5059,100.83,33.92,3.48,10.44
4/5/22 16:00,5310,26.15,31.79,4,11.9
4/5/22 17:00,7175,0,29.19,4.57,12.45
4/5/22 18:00,9204,0,28.23,4.39,12.33
4/5/22 19:00,9123,0,27.46,4.05,12.08
4/5/22 20:00,5191,0,26.68,3.89,11.96
4/5/22 21:00,4986,0,25.81,3.69,12.7
4/5/22 22:00,3271,0,25.12,3.29,13.73
4/5/22 23:00,3268,0,24.62,2.91,14.89
4/6/22 0:00,3425,0,24.19,3,15.87
4/6/22 1:00,3114,0,23.81,3.35,16.48
4/6/22 2:00,3186,0,23.51,3.57,16.78
4/6/22 3:00,3495,0,23.23,3.7,16.91
4/6/22 4:00,3252,0,22.99,3.9,16.97
4/6/22 5:00,3149,38.02,24.45,3.94,17.4
4/6/22 6:00,3139,124.08,26.04,3.25,17.03
4/6/22 7:00,3182,226.4,28.26,2.44,15.38
4/6/22 8:00,4832,317.3,30.29,1.89,13.92
4/6/22 9:00,7519,383.45,31.85,2.03,13.37
4/6/22 10:00,7273,383.25,32.89,2.58,13.43
4/6/22 11:00,5128,377.52,33.54,3.31,12.88
4/6/22 12:00,5251,357.6,33.79,4.02,12.57
4/6/22 13:00,3914,271.95,33.62,4.61,12.27
4/6/22 14:00,3901,173.52,33.05,5.03,12.02
4/6/22 15:00,5051,90.92,31.98,5.2,11.96
4/6/22 16:00,5361,24.15,30.07,5.43,12.45
4/6/22 17:00,7137,0,27.69,5.85,13.92
4/6/22 18:00,8950,0,26.64,5.92,15.14
4/6/22 19:00,9073,0,25.87,5.9,15.81
4/6/22 20:00,5238,0,25.26,5.67,16.11
4/6/22 21:00,4806,0,24.76,5.31,16.3
4/6/22 22:00,3170,0,24.34,5.09,16.42
4/6/22 23:00,3253,0,23.98,5.05,16.54
4/7/22 0:00,3273,0,23.63,5,16.66
4/7/22 1:00,3116,0,23.33,4.96,16.72
4/7/22 2:00,3364,0,23.05,4.9,16.66
4/7/22 3:00,3367,0,22.75,4.63,16.6
4/7/22 4:00,3062,0,22.53,4.33,16.54
4/7/22 5:00,3291,36.55,24.02,3.93,16.54
4/7/22 6:00,3109,157.5,26.18,3.45,16.3
4/7/22 7:00,3110,263.8,28.1,3.18,15.81
4/7/22 8:00,5173,311.48,29.98,3.07,15.01
4/7/22 9:00,7234,376.38,31.51,3.35,14.34
4/7/22 10:00,7207,392.05,32.54,3.88,13.98
4/7/22 11:00,5205,391.75,33.15,4.4,13.55
4/7/22 12:00,4992,358.3,33.3,4.79,13.18
4/7/22 13:00,3890,290.7,33.01,5.04,13.06
4/7/22 14:00,3544,195.8,32.39,5.17,13
4/7/22 15:00,5126,101.8,31.37,5.37,13.24
4/7/22 16:00,5386,28.33,29.71,5.81,14.1
4/7/22 17:00,7297,0,27.9,6.37,15.75
4/7/22 18:00,9374,0,27.05,6.29,17.27
4/7/22 19:00,9161,0,26.51,5.97,18.19
4/7/22 20:00,4979,0,26.05,5.77,18.49
4/7/22 21:00,5165,0,25.65,5.6,18.62
4/7/22 22:00,3065,0,25.29,5.61,18.68
4/7/22 23:00,3386,0,24.99,5.55,18.68
4/8/22 0:00,3331,0,24.73,5.55,18.68
4/8/22 1:00,3122,0,24.48,5.66,18.62
4/8/22 2:00,3404,0,24.58,5.57,18.31
4/8/22 3:00,3373,0,24.51,5.23,18.01
4/8/22 4:00,3250,0,24.37,4.72,17.88
4/8/22 5:00,3356,40.92,25.6,3.95,17.64
4/8/22 6:00,3442,154.8,27.2,3.13,16.97
4/8/22 7:00,3380,228.4,28.65,2.42,16.54
4/8/22 8:00,4825,313.7,30.08,2.33,16.05
4/8/22 9:00,7309,364.4,31.3,2.75,15.69
4/8/22 10:00,7568,383.85,32.15,3.41,15.5
4/8/22 11:00,5214,372.92,32.55,4.14,15.26
4/8/22 12:00,5259,330.4,32.61,4.77,15.08
4/8/22 13:00,3654,235.92,32.37,5.18,14.95
4/8/22 14:00,3663,173.23,31.76,5.34,14.89
4/8/22 15:00,4851,89.75,30.7,5.33,15.01
4/8/22 16:00,5532,26.88,29.28,5.35,15.5
4/8/22 17:00,7166,0,27.86,5.56,16.36
4/8/22 18:00,9052,0,27.22,5.5,17.21
4/8/22 19:00,9332,0,26.77,5.35,17.88
4/8/22 20:00,4974,0,26.4,5.27,18.25
4/8/22 21:00,4891,0,26.04,5.19,18.49
4/8/22 22:00,3116,0,25.69,5.1,18.62
4/8/22 23:00,3015,0,25.4,4.85,18.68
4/9/22 0:00,3189,0,25.15,4.48,18.68
4/9/22 1:00,3126,0,25.08,4.37,18.37
4/9/22 2:00,3332,0,25.13,4.2,17.88
4/9/22 3:00,3268,0,25.03,3.91,17.58
4/9/22 4:00,3064,0,25.06,3.58,17.21
4/9/22 5:00,3218,35.35,26.3,2.93,17.03
4/9/22 6:00,3156,110.12,27.46,2.23,16.66
4/9/22 7:00,3440,213.7,28.43,1.69,16.36
4/9/22 8:00,5117,305.2,29.34,1.61,15.99
4/9/22 9:00,7189,370.5,30.79,1.96,15.44
4/9/22 10:00,7195,407.65,32.14,2.57,14.77
4/9/22 11:00,5252,405.5,33.04,3.16,14.53
4/9/22 12:00,5158,361.85,33.63,3.62,14.04
4/9/22 13:00,3892,289.3,33.81,3.92,13.85
4/9/22 14:00,3954,194.3,33.59,4.12,13.73
4/9/22 15:00,4861,102.5,32.92,4.3,13.73
4/9/22 16:00,5746,31.08,31.49,4.68,14.1
4/9/22 17:00,7482,0,29.6,5.51,14.28
4/9/22 18:00,9305,0,28.59,5.92,14.95
4/9/22 19:00,9260,0,27.84,5.84,16.24
4/9/22 20:00,4939,0,27.27,5.35,17.27
4/9/22 21:00,4902,0,26.81,4.65,17.88
4/9/22 22:00,3178,0,26.4,4.02,18.13
4/9/22 23:00,3434,0,26.11,3.71,18.13
4/10/22 0:00,3139,0,25.89,3.61,18.07
4/10/22 1:00,3306,0,25.66,3.54,18.01
4/10/22 2:00,3331,0,25.44,3.43,17.88
4/10/22 3:00,3067,0,25.18,3.29,17.82
4/10/22 4:00,3492,0.95,24.95,3.18,17.7
4/10/22 5:00,3184,36.02,26.21,2.72,17.58
4/10/22 6:00,3344,124.75,27.71,2.02,17.09
4/10/22 7:00,3155,215.88,29.41,1.81,15.38
4/10/22 8:00,4824,308.92,31.17,1.78,14.1
4/10/22 9:00,7361,368.67,32.51,1.92,14.22
4/10/22 10:00,7483,394.08,33.52,2.38,14.47
4/10/22 11:00,5199,392.52,34.19,3.01,14.22
4/10/22 12:00,5195,362.92,34.5,3.62,13.98
4/10/22 13:00,3871,283.65,34.47,4.03,13.73
4/10/22 14:00,3568,191.42,34.12,4.18,13.55
4/10/22 15:00,5207,102.12,33.29,4.09,13.67
4/10/22 16:00,5709,26.3,31.89,3.99,14.1
4/10/22 17:00,7114,0,30.05,4.48,14.16
4/10/22 18:00,9008,0,28.9,4.96,14.47
4/10/22 19:00,9108,0,28.04,5.18,15.32
4/10/22 20:00,5208,0,27.48,4.98,16.24
4/10/22 21:00,5217,0,27.06,4.7,16.97
4/10/22 22:00,3363,0,26.7,4.52,17.52
4/10/22 23:00,3119,0,26.4,4.32,17.82
4/11/22 0:00,3159,0,26.12,4.08,18.01
4/11/22 1:00,3171,0,25.84,3.79,18.01
4/11/22 2:00,3449,0,25.61,3.39,17.94
4/11/22 3:00,3499,0,25.41,2.88,17.76
4/11/22 4:00,3179,1.08,25.31,2.41,17.58
4/11/22 5:00,3238,39.25,26.42,1.85,17.46
4/11/22 6:00,3227,119.7,27.78,1.32,16.85
4/11/22 7:00,3294,215.8,29.65,1.38,15.69
4/11/22 8:00,4805,308.08,31.37,1.74,15.08
4/11/22 9:00,7311,371.08,32.52,2.22,15.44
4/11/22 10:00,7451,386.7,33.44,2.73,15.32
4/11/22 11:00,5276,407.77,34.07,3.22,15.08
4/11/22 12:00,5247,376.65,34.28,3.59,14.89
4/11/22 13:00,3917,308.45,34.12,3.77,14.71
4/11/22 14:00,3868,213.35,33.71,3.87,14.53
4/11/22 15:00,5223,112,32.9,3.99,14.4
4/11/22 16:00,5276,30.73,31.44,4.24,14.65
4/11/22 17:00,7563,0,29.44,4.71,14.77
4/11/22 18:00,8939,0,28.23,4.51,15.32
4/11/22 19:00,9037,0,27.32,4.04,15.93
4/11/22 20:00,4839,0,26.62,3.81,16.54
4/11/22 21:00,4968,0,26.11,3.96,17.09
4/11/22 22:00,3329,0,25.71,4.27,17.46
4/11/22 23:00,3162,0,25.42,4.48,17.76
4/12/22 0:00,3348,0,25.17,4.49,17.88
4/12/22 1:00,3357,0,24.93,4.39,17.94
4/12/22 2:00,3104,0,24.69,4.11,17.88
4/12/22 3:00,3071,0,24.48,3.64,17.7
4/12/22 4:00,3209,1.48,24.48,3.22,17.46
4/12/22 5:00,3123,44.12,25.8,2.78,17.21
4/12/22 6:00,3195,140.15,27.17,2.04,16.72
4/12/22 7:00,3315,245.23,28.73,1.4,16.11
4/12/22 8:00,5185,330.98,30.76,0.8,15.01
4/12/22 9:00,7196,373.45,32.84,0.85,14.89
4/12/22 10:00,7596,423.65,35.33,2.01,13.61
4/12/22 11:00,4831,415.9,36.12,2.73,13.55
4/12/22 12:00,5020,374.2,36.37,3.19,13.55
4/12/22 13:00,3996,275.88,36.25,3.47,13.49
4/12/22 14:00,3874,202.23,35.76,3.68,13.31
4/12/22 15:00,5071,105.38,34.87,3.91,13.31
4/12/22 16:00,5571,32.88,33.21,4.49,13.92
4/12/22 17:00,7131,0,30.83,5.54,14.59
4/12/22 18:00,9138,0,29.66,5.8,14.89
4/12/22 19:00,9078,0,28.69,5.45,15.75
4/12/22 20:00,4986,0,27.87,4.84,16.91
4/12/22 21:00,5236,0,27.17,4.23,18.07
4/12/22 22:00,3253,0,26.58,3.79,19.04
4/12/22 23:00,3424,0,26.29,3.55,19.65
4/13/22 0:00,3005,0,26,3.41,19.84
4/13/22 1:00,3333,0,25.77,3.4,19.53
4/13/22 2:00,3065,0,25.55,3.59,18.98
4/13/22 3:00,3001,0,25.3,3.82,18.55
4/13/22 4:00,3115,1.73,25.08,4.06,18.13
4/13/22 5:00,3413,48.8,26.26,3.86,17.7
4/13/22 6:00,3051,147.3,27.89,3.14,17.09
4/13/22 7:00,3310,250.75,29.79,2.33,15.75
4/13/22 8:00,5211,340.48,31.98,1.79,14.28
4/13/22 9:00,7553,401.75,33.4,1.81,13.92
4/13/22 10:00,7301,397.8,34.46,2.13,13.24
4/13/22 11:00,4852,397.8,34.99,2.67,12.94
4/13/22 12:00,5188,369.33,35.19,3.18,12.94
4/13/22 13:00,3883,280.65,35.15,3.53,12.94
4/13/22 14:00,3589,172.38,34.74,3.71,12.88
4/13/22 15:00,4879,100.25,33.86,3.87,12.94
4/13/22 16:00,5420,28.5,32.35,4.38,13.31
4/13/22 17:00,7480,0,30.21,5.3,13.67
4/13/22 18:00,8913,0,29.04,5.44,14.59
4/13/22 19:00,9292,0,28.19,5.1,15.75
4/13/22 20:00,5226,0,27.58,4.84,16.54
4/13/22 21:00,5220,0,27.07,4.65,17.03
4/13/22 22:00,3162,0,26.65,4.3,17.33
4/13/22 23:00,3308,0,26.33,3.79,17.4
4/14/22 0:00,3158,0,26.08,3.25,17.46
4/14/22 1:00,3125,0,25.94,2.81,17.52
4/14/22 2:00,3007,0,25.71,2.65,17.52
4/14/22 3:00,3329,0,25.3,2.91,17.4
4/14/22 4:00,3422,1.73,24.85,3.55,17.33
4/14/22 5:00,3046,45.42,26.22,3.84,17.21
4/14/22 6:00,3492,146.27,27.83,3.24,16.72
4/14/22 7:00,3499,249.5,29.4,2.89,15.32
4/14/22 8:00,4988,367.98,31.13,2.83,13.92
4/14/22 9:00,7610,383.2,32.5,2.89,13
4/14/22 10:00,7139,440.58,33.26,3.15,12.88
4/14/22 11:00,5128,426.95,33.52,3.6,13.12
4/14/22 12:00,5167,382.38,33.42,4.12,13.31
4/14/22 13:00,3520,319,33.08,4.46,13.37
4/14/22 14:00,3710,220.08,32.42,4.53,13.55
4/14/22 15:00,4995,121.08,31.5,4.35,13.85
4/14/22 16:00,5604,34.6,30.14,4.34,14.59
4/14/22 17:00,7468,0,28.48,4.59,15.62
4/14/22 18:00,8999,0,27.62,4.71,16.72
4/14/22 19:00,9041,0,27.02,4.84,17.52
4/14/22 20:00,5205,0,26.58,4.75,18.07
4/14/22 21:00,4862,0,26.25,4.52,18.31
4/14/22 22:00,3345,0,25.94,4.35,18.43
4/14/22 23:00,3274,0,25.66,4.1,18.49
4/15/22 0:00,3128,0,25.3,4.03,18.37
4/15/22 1:00,3066,0,24.96,4.34,18.25
4/15/22 2:00,3261,0,24.9,4.77,17.94
4/15/22 3:00,3249,0,24.78,4.96,17.64
4/15/22 4:00,3382,1.9,24.6,4.9,17.21
4/15/22 5:00,3428,55.35,25.29,4.35,16.97
4/15/22 6:00,3075,142.65,26.21,3.51,16.85
4/15/22 7:00,3005,244.08,27.45,3,16.6
4/15/22 8:00,5218,333.83,28.92,2.67,15.56
4/15/22 9:00,7277,387.9,30.19,2.81,14.71
4/15/22 10:00,7248,450.88,31.04,3.18,14.16
4/15/22 11:00,5223,405.73,31.57,3.4,13.98
4/15/22 12:00,5235,355.33,31.94,3.71,13.79
4/15/22 13:00,3776,283.02,32.01,4.29,13.61
4/15/22 14:00,3975,200.33,31.48,4.79,13.79
4/15/22 15:00,4896,107.8,30.33,5.13,14.47
4/15/22 16:00,5391,32.05,28.98,5.41,15.56
4/15/22 17:00,7476,0,27.79,5.64,16.66
4/15/22 18:00,9130,0,27.21,5.65,17.46
4/15/22 19:00,9182,0,26.83,5.49,17.94
4/15/22 20:00,5194,0,26.49,5.15,18.13
4/15/22 21:00,5071,0,26.21,4.72,18.31
4/15/22 22:00,3407,0,26.01,4.55,18.37
4/15/22 23:00,3093,0,25.8,4.62,18.37
4/16/22 0:00,3027,0,25.61,4.75,18.31
4/16/22 1:00,3483,0,25.41,4.76,18.13
4/16/22 2:00,3218,0,25.3,4.8,17.88
4/16/22 3:00,3272,0,25.14,4.5,17.76
4/16/22 4:00,3281,0.9,25.01,4.02,17.7
4/16/22 5:00,3158,34.25,25.85,2.61,17.64
4/16/22 6:00,3133,90.98,27.01,1.71,17.52
4/16/22 7:00,3481,179.4,27.66,2.99,16.97
4/16/22 8:00,5029,225.67,28.3,2.02,15.69
4/16/22 9:00,7342,296.3,29.18,0.36,14.34
4/16/22 10:00,7390,271.98,30.76,1.45,13.18
4/16/22 11:00,5117,319.02,31.8,2.19,12.82
4/16/22 12:00,4955,262.98,32.37,2.72,12.7
4/16/22 13:00,3906,205.9,32.58,3.17,12.57
4/16/22 14:00,3936,142.95,32.6,3.43,12.51
4/16/22 15:00,5212,76.83,32.18,3.66,12.63
4/16/22 16:00,5439,24.5,30.75,4.12,13.73
4/16/22 17:00,7531,0,28.88,5.25,14.83
4/16/22 18:00,9190,0,28.12,6.21,16.24
4/16/22 19:00,9214,0,27.48,6.49,17.33
4/16/22 20:00,5255,0,26.95,6.17,17.7
4/16/22 21:00,5269,0,26.42,5.54,17.88
4/16/22 22:00,3175,0,25.98,4.92,17.88
4/16/22 23:00,3176,0,25.61,4.39,17.76
4/17/22 0:00,3307,0,25.31,3.95,17.58
4/17/22 1:00,3195,0,25.05,3.6,17.46
4/17/22 2:00,3315,0,24.76,3.51,17.33
4/17/22 3:00,3430,0,24.42,3.74,17.21
4/17/22 4:00,3132,1.73,24.19,4.08,17.15
4/17/22 5:00,3314,24.55,25.3,4.01,17.33
4/17/22 6:00,3168,92.85,26.19,3.27,17.27
4/17/22 7:00,3254,180.85,27.4,2.54,16.72
4/17/22 8:00,5253,246.65,28.86,1.9,15.26
4/17/22 9:00,7138,296.52,30.43,1.48,13.85
4/17/22 10:00,7378,389.45,31.78,1.01,12.82
4/17/22 11:00,5288,386.73,32.66,0.72,12.57
4/17/22 12:00,5190,383.75,33.11,0.84,13.06
4/17/22 13:00,3689,310.95,33.41,1.13,12.76
4/17/22 14:00,3625,217,33.27,1.63,12.76
4/17/22 15:00,4923,116.38,32.61,2.39,12.88
4/17/22 16:00,5460,33.1,31.14,3.7,13.43
4/17/22 17:00,7355,0,28.76,5.49,13.85
4/17/22 18:00,9248,0,27.68,6,14.4
4/17/22 19:00,9078,0,26.9,5.78,15.2
4/17/22 20:00,4933,0,26.24,5.24,15.69
4/17/22 21:00,5075,0,25.78,4.77,15.93
4/17/22 22:00,3035,0,25.4,4.41,16.11
4/17/22 23:00,3138,0,25.08,4.18,16.3
4/18/22 0:00,3365,0,24.79,4.07,16.48
4/18/22 1:00,3146,0,24.49,4.07,16.6
4/18/22 2:00,3062,0,24.15,4.18,16.78
4/18/22 3:00,3155,0,23.81,4.12,16.85
4/18/22 4:00,3269,2.5,23.57,3.68,16.91
4/18/22 5:00,3480,52.75,25.03,2.65,17.15
4/18/22 6:00,3270,183.45,26.55,1.63,16.66
4/18/22 7:00,3121,293.27,27.96,1.5,15.87
4/18/22 8:00,4919,346,29.38,1.94,15.44
4/18/22 9:00,7569,435.02,30.54,2.49,15.14
4/18/22 10:00,7448,451.83,31.51,3.04,14.83
4/18/22 11:00,4832,436.15,32.23,3.51,14.47
4/18/22 12:00,5098,378.62,32.59,3.92,14.22
4/18/22 13:00,3950,312.4,32.62,4.21,13.92
4/18/22 14:00,3538,216.25,32.3,4.31,13.61
4/18/22 15:00,4957,114.75,31.53,4.28,13.43
4/18/22 16:00,5571,33.45,30.17,4.38,13.85
4/18/22 17:00,7565,0,28.36,5.12,14.71
4/18/22 18:00,9334,0,27.53,5.85,15.62
4/18/22 19:00,8983,0,27.02,6.17,16.6
4/18/22 20:00,4906,0,26.64,6.01,17.27
4/18/22 21:00,5017,0,26.28,5.77,17.58
4/18/22 22:00,3231,0,25.96,5.5,17.7
4/18/22 23:00,3469,0,25.63,5.15,17.76
4/19/22 0:00,3245,0,25.33,4.82,17.76
4/19/22 1:00,3262,0,25.05,4.52,17.7
4/19/22 2:00,3422,0,24.78,4.31,17.52
4/19/22 3:00,3477,0,24.5,4.17,17.4
4/19/22 4:00,3167,2.55,24.33,4.07,17.27
4/19/22 5:00,3230,49.3,25.94,3.66,17.15
4/19/22 6:00,3500,141.83,27.67,3.31,16.66
4/19/22 7:00,3221,243.7,29.29,3.08,15.56
4/19/22 8:00,5284,329.9,30.99,3.03,14.47
4/19/22 9:00,7203,371.7,32.26,3.33,14.1
4/19/22 10:00,7268,411.15,33.13,3.86,14.1
4/19/22 11:00,4950,408,33.6,4.42,14.22
4/19/22 12:00,4993,384.08,33.69,4.94,14.16
4/19/22 13:00,3658,321.45,33.4,5.33,14.04
4/19/22 14:00,3695,227.65,32.75,5.47,13.92
4/19/22 15:00,5032,127.75,31.73,5.38,13.92
4/19/22 16:00,5515,39.05,30.27,5.21,14.22
4/19/22 17:00,7383,0,28.55,5.34,14.89
4/19/22 18:00,8987,0,27.69,5.62,15.62
4/19/22 19:00,9182,0,27.08,5.85,16.24
4/19/22 20:00,5281,0,26.57,6.04,16.78
4/19/22 21:00,5255,0,26.19,6.07,17.09
4/19/22 22:00,3359,0,25.86,5.84,17.33
4/19/22 23:00,3041,0,25.59,5.49,17.52
4/20/22 0:00,3042,0,25.37,5.18,17.7
4/20/22 1:00,3349,0,25.15,5,17.76
4/20/22 2:00,3435,0,24.9,4.83,17.76
4/20/22 3:00,3411,0,24.69,4.88,17.76
4/20/22 4:00,3086,3.23,24.63,4.73,17.82
4/20/22 5:00,3137,51.52,26.44,4.08,17.76
4/20/22 6:00,3486,164.92,28.27,3.64,17.52
4/20/22 7:00,3301,260.83,29.76,3.38,17.03
4/20/22 8:00,5129,350.73,31.27,3.36,16.42
4/20/22 9:00,7451,416.9,32.67,3.57,15.75
4/20/22 10:00,7248,425.17,33.66,3.86,15.2
4/20/22 11:00,5132,427.33,34.16,4.22,14.77
4/20/22 12:00,4994,393.48,34.32,4.55,14.4
4/20/22 13:00,3925,323.98,34.11,4.81,14.1
4/20/22 14:00,3655,228.62,33.5,4.9,13.85
4/20/22 15:00,5013,130.4,32.34,4.84,13.85
4/20/22 16:00,5522,37.3,30.71,4.88,14.4
4/20/22 17:00,7554,0,28.8,5.28,15.44
4/20/22 18:00,9063,0,27.84,5.38,16.54
4/20/22 19:00,8934,0,27.16,5.12,17.33
4/20/22 20:00,4945,0,26.59,4.88,17.82
4/20/22 21:00,4976,0,26.15,4.76,18.01
4/20/22 22:00,3227,0,25.81,4.54,18.07
4/20/22 23:00,3368,0,25.55,4.13,18.13
4/21/22 0:00,3014,0,25.31,3.71,18.13
4/21/22 1:00,3215,0,25.08,3.4,18.13
4/21/22 2:00,3381,0,24.78,3.38,18.01
4/21/22 3:00,3418,0,24.58,3.73,17.88
4/21/22 4:00,3465,3,24.41,3.93,17.64
4/21/22 5:00,3231,55.52,26.01,3.61,17.46
4/21/22 6:00,3411,154.23,27.69,2.4,17.33
4/21/22 7:00,3424,256.6,29.8,1.43,16.24
