Date,Load,Irridiance,Temperature,Wind,Humidity
8/1/22 6:00,3163,71.95,27.77,5.88,21.67
8/1/22 7:00,3075,124.95,28.66,6.36,21.67
8/1/22 8:00,5262,178.75,29.38,6.36,21.73
8/1/22 9:00,7571,208.9,29.81,6.46,21.91
8/1/22 10:00,7546,281.55,30.06,6.66,21.85
8/1/22 11:00,5073,249.95,30.12,6.79,21.79
8/1/22 12:00,5235,195.83,30.15,6.94,21.79
8/1/22 13:00,3541,162.7,29.89,6.92,21.73
8/1/22 14:00,3687,115.58,29.52,6.82,21.85
8/1/22 15:00,4915,59.15,29.04,6.85,21.97
8/1/22 16:00,5419,22.35,28.4,6.99,22.16
8/1/22 17:00,7150,3.17,27.84,7.13,22.16
8/1/22 18:00,9325,0,27.59,7.25,22.09
8/1/22 19:00,8986,0,27.46,6.98,21.97
8/1/22 20:00,5010,0,27.34,6.6,21.85
8/1/22 21:00,4830,0,27.19,5.79,21.73
8/1/22 22:00,3189,0,27.08,5.18,21.61
8/1/22 23:00,3359,0,26.98,4.69,21.55
8/2/22 0:00,3479,0,26.88,4.53,21.42
8/2/22 1:00,3427,0,26.8,4.47,21.42
8/2/22 2:00,3181,0,26.73,4.55,21.3
8/2/22 3:00,3482,0,26.64,4.95,21.24
8/2/22 4:00,3039,2.4,26.66,5.25,21.24
8/2/22 5:00,3333,15.48,26.96,5.3,21.48
8/2/22 6:00,3241,50.8,27.26,5.38,21.55
8/2/22 7:00,3020,108.6,27.48,5.66,21.48
8/2/22 8:00,5198,250.05,27.73,5.51,21.42
8/2/22 9:00,7359,286.33,28.07,5.38,21.24
8/2/22 10:00,7245,306.62,28.37,5.2,21.06
8/2/22 11:00,4911,385.75,28.37,5.1,20.94
8/2/22 12:00,5185,383.6,28.16,5.06,20.94
8/2/22 13:00,3781,299.02,27.89,5.09,20.94
8/2/22 14:00,3906,213,27.61,5.28,20.87
8/2/22 15:00,5283,135.2,27.33,5.59,20.75
8/2/22 16:00,5309,47.42,26.94,5.86,20.69
8/2/22 17:00,7363,3.25,26.52,6.1,20.51
8/2/22 18:00,9391,0,26.3,5.94,20.45
8/2/22 19:00,9239,0,26.19,5.79,20.32
8/2/22 20:00,4967,0,26.11,5.61,20.26
8/2/22 21:00,4847,0,26.01,5.34,20.2
8/2/22 22:00,3146,0,25.9,5.06,20.14
8/2/22 23:00,3444,0,25.76,4.96,20.02
8/3/22 0:00,3129,0,25.61,5.03,19.9
8/3/22 1:00,3105,0,25.42,5.12,19.78
8/3/22 2:00,3335,0,25.22,4.9,19.53
8/3/22 3:00,3184,0,25.03,4.72,19.35
8/3/22 4:00,3133,2.77,24.97,4.7,19.23
8/3/22 5:00,3039,24.9,25.45,3.99,19.47
8/3/22 6:00,3209,69.5,26.6,3.27,19.65
8/3/22 7:00,3216,109.5,27.85,2.71,20.02
8/3/22 8:00,5164,201.55,29.05,2.34,20.32
8/3/22 9:00,7554,205.27,29.81,2.5,20.57
8/3/22 10:00,7490,269.05,30.2,3.21,20.87
8/3/22 11:00,5055,279.9,30.14,4.07,21.24
8/3/22 12:00,5133,310.55,29.88,4.97,21.36
8/3/22 13:00,3853,245.7,29.36,5.66,21.18
8/3/22 14:00,3865,177.58,28.83,6.03,20.87
8/3/22 15:00,4895,111.12,28.33,6.01,20.63
8/3/22 16:00,5313,41.65,27.71,5.65,20.51
8/3/22 17:00,7433,4.1,26.98,5.22,20.63
8/3/22 18:00,9374,0,26.7,5.05,20.69
8/3/22 19:00,9299,0,26.59,5.23,20.81
8/3/22 20:00,5111,0,26.65,5.81,20.94
8/3/22 21:00,5144,0,26.69,6.18,21
8/3/22 22:00,3217,0,26.66,6.12,21.06
8/3/22 23:00,3476,0,26.62,6.09,21.12
8/4/22 0:00,3181,0,26.58,5.97,21.18
8/4/22 1:00,3422,0,26.54,5.93,21.12
8/4/22 2:00,3364,0,26.41,5.76,20.94
8/4/22 3:00,3454,0,26.24,5.87,20.75
8/4/22 4:00,3215,3.35,26.15,6.14,20.63
8/4/22 5:00,3233,49.17,26.64,6.2,20.94
8/4/22 6:00,3089,123.85,27.3,6.56,21.06
8/4/22 7:00,3483,211.17,28.25,6.59,21.06
8/4/22 8:00,5118,316.95,29.1,6.24,21.18
8/4/22 9:00,7224,341.75,29.87,5.98,21.3
8/4/22 10:00,7466,373.23,30.48,5.64,21.55
8/4/22 11:00,5021,414.98,30.92,5.31,21.79
8/4/22 12:00,5132,342.45,31.13,5.12,21.91
8/4/22 13:00,3884,359.35,31.11,5.04,21.97
8/4/22 14:00,3844,258.9,30.95,4.91,22.03
8/4/22 15:00,4815,155.3,30.62,4.56,22.16
8/4/22 16:00,5620,58.95,29.97,4.23,22.28
8/4/22 17:00,7404,3.15,28.87,4.3,22.52
8/4/22 18:00,9190,0,28.29,4.32,22.03
8/4/22 19:00,9175,0,27.8,5.01,21.48
8/4/22 20:00,5077,0,27.14,6.04,20.63
8/4/22 21:00,5210,0,26.62,6.21,20.2
8/4/22 22:00,3053,0,26.28,6.61,19.96
8/4/22 23:00,3171,0,26.09,7.15,19.84
8/5/22 0:00,3183,0,26.05,7.36,19.84
8/5/22 1:00,3306,0,26.03,7.17,19.78
8/5/22 2:00,3048,0,25.99,6.87,19.65
8/5/22 3:00,3094,0,25.98,6.87,19.47
8/5/22 4:00,3026,3.88,26.08,6.74,19.47
8/5/22 5:00,3346,68.08,27.13,5.73,20.14
8/5/22 6:00,3082,175.1,28.33,6.02,20.63
8/5/22 7:00,3410,279.85,29.62,6.91,20.75
8/5/22 8:00,4871,369.75,30.6,6.97,21.06
8/5/22 9:00,7516,394.73,31.5,6.55,21.48
8/5/22 10:00,7151,377.55,32.28,5.79,21.73
8/5/22 11:00,5046,357.73,32.82,4.83,21.91
8/5/22 12:00,4908,408.42,33.04,4.03,21.97
8/5/22 13:00,3708,359.4,32.98,3.53,21.91
8/5/22 14:00,3604,255.9,32.58,3.37,21.79
8/5/22 15:00,4864,148.08,31.76,3.72,22.28
8/5/22 16:00,5655,60.5,30.7,4.26,22.52
8/5/22 17:00,7387,1.75,29.74,3.79,23.07
8/5/22 18:00,8948,0,29.4,3.29,22.95
8/5/22 19:00,9397,0,29.08,3.61,22.83
8/5/22 20:00,4878,0,28.56,4.47,22.34
8/5/22 21:00,4827,0,27.9,5.54,21.85
8/5/22 22:00,3297,0,27.41,6.35,21.79
8/5/22 23:00,3351,0,27.15,6.61,21.67
8/6/22 0:00,3385,0,27.02,6.97,21.61
8/6/22 1:00,3337,0,27,7.44,21.67
8/6/22 2:00,3013,0,27,6.04,21.73
8/6/22 3:00,3081,0,26.96,3.3,21.85
8/6/22 4:00,3266,2.23,27.49,9.55,22.4
8/6/22 5:00,3216,23.73,27.92,13.63,22.83
8/6/22 6:00,3432,68.83,28.1,13.38,22.83
8/6/22 7:00,3271,153.77,28.19,11.72,22.71
8/6/22 8:00,5176,240.42,28.31,11.23,22.28
8/6/22 9:00,7451,278.52,28.62,9.98,22.28
8/6/22 10:00,7194,272.4,28.98,8.95,22.34
8/6/22 11:00,5183,305.92,29.23,8.17,22.28
8/6/22 12:00,5203,284.08,29.36,7.65,22.22
8/6/22 13:00,3537,280.42,29.41,7.49,22.16
8/6/22 14:00,3883,200.02,29.34,7.36,22.03
8/6/22 15:00,5076,121.3,29.01,7.25,22.09
8/6/22 16:00,5597,47.95,28.45,7.45,22.09
8/6/22 17:00,7351,2.8,27.8,7.63,21.85
8/6/22 18:00,9276,0,27.51,7.37,21.79
8/6/22 19:00,9165,0,27.34,7.56,21.67
8/6/22 20:00,4938,0,27.19,7.66,21.36
8/6/22 21:00,5222,0,27.05,7.52,21.24
8/6/22 22:00,3178,0,26.9,7.51,21.12
8/6/22 23:00,3317,0,26.74,7.2,21.06
8/7/22 0:00,3441,0,26.6,6.74,20.94
8/7/22 1:00,3265,0,26.44,6.3,20.87
8/7/22 2:00,3110,0,26.37,6.33,20.81
8/7/22 3:00,3150,0,26.34,6.39,20.75
8/7/22 4:00,3357,2.3,26.37,6.26,20.81
8/7/22 5:00,3437,10.58,27.1,5.72,21.3
8/7/22 6:00,3069,46.52,28.01,5.38,21.67
8/7/22 7:00,3485,64.55,29.08,5.32,21.79
8/7/22 8:00,5208,107.25,29.94,5.3,21.91
8/7/22 9:00,7350,135.52,30.51,5.64,21.97
8/7/22 10:00,7365,116.38,30.87,6.02,21.91
8/7/22 11:00,5158,132.52,30.97,6.34,21.73
8/7/22 12:00,4999,171.65,30.87,6.68,21.48
8/7/22 13:00,3980,181.25,30.6,6.9,21.36
8/7/22 14:00,3659,121.9,30.09,7.08,21.36
8/7/22 15:00,5269,62.5,29.44,7.12,21.48
8/7/22 16:00,5373,17.3,28.64,7.12,21.73
8/7/22 17:00,7405,2.33,27.81,7.22,21.85
8/7/22 18:00,9231,0,27.48,7.32,21.85
8/7/22 19:00,9117,0,27.3,7.45,21.85
8/7/22 20:00,5217,0,27.21,7.47,21.73
8/7/22 21:00,4903,0,27.12,7.39,21.67
8/7/22 22:00,3182,0,26.99,6.92,21.48
8/7/22 23:00,3385,0,26.87,6.18,21.42
8/8/22 0:00,3115,0,26.81,5.88,21.36
8/8/22 1:00,3408,0,26.81,6.08,21.36
8/8/22 2:00,3067,0,26.92,6.46,21.36
8/8/22 3:00,3438,0,26.99,6.44,21.36
8/8/22 4:00,3499,2.35,27.06,6.3,21.48
8/8/22 5:00,3062,27.12,27.77,5.85,21.97
8/8/22 6:00,3203,70.27,28.63,5.81,22.22
8/8/22 7:00,3239,143.27,29.45,6.19,22.09
8/8/22 8:00,4912,208.88,30.02,6.12,22.03
8/8/22 9:00,7204,272.55,30.4,6.24,21.97
8/8/22 10:00,7167,273.9,30.62,6.58,21.85
8/8/22 11:00,4896,244.8,30.75,6.89,21.85
8/8/22 12:00,4889,202.08,30.72,7.1,21.85
8/8/22 13:00,3589,138.33,30.54,7.34,21.79
8/8/22 14:00,3803,130.7,30.09,7.55,21.61
8/8/22 15:00,4858,68.45,29.48,7.53,21.48
8/8/22 16:00,5686,23.3,28.68,7.07,21.55
8/8/22 17:00,7383,2.45,27.87,6.76,21.55
8/8/22 18:00,9200,0,27.58,6.46,21.48
8/8/22 19:00,9201,0,27.46,6.04,21.42
8/8/22 20:00,5289,0,27.25,5.49,21.36
8/8/22 21:00,4806,0,27.09,4.97,21.3
8/8/22 22:00,3480,0,26.94,4.66,21.18
8/8/22 23:00,3361,0,26.78,4.38,21.06
8/9/22 0:00,3054,0,26.64,4.25,21
8/9/22 1:00,3230,0,26.53,4.38,20.94
8/9/22 2:00,3327,0,26.42,4.37,20.87
8/9/22 3:00,3305,0,26.32,4.28,20.75
8/9/22 4:00,3413,1.33,26.38,4.26,20.75
8/9/22 5:00,3091,6.2,27.47,3.95,21.42
8/9/22 6:00,3376,24.48,28.35,3.97,21.67
8/9/22 7:00,3461,48.7,29.14,4.38,21.48
8/9/22 8:00,4817,67.33,29.62,4.67,21.3
8/9/22 9:00,7323,105.8,29.98,5.09,21.61
8/9/22 10:00,7217,128.48,30.43,5.65,22.03
8/9/22 11:00,4850,209.08,30.64,6.25,22.22
8/9/22 12:00,5197,242.35,30.7,6.75,22.22
8/9/22 13:00,3674,204.6,30.58,7.13,22.03
8/9/22 14:00,3828,154.42,30.24,7.26,21.91
8/9/22 15:00,5060,86.2,29.56,7.22,21.91
8/9/22 16:00,5680,27.05,28.73,7.18,21.97
8/9/22 17:00,7121,2.6,27.98,7.14,21.91
8/9/22 18:00,9134,0,27.75,7.11,21.85
8/9/22 19:00,8998,0,27.64,7.02,21.79
8/9/22 20:00,4903,0,27.55,6.93,21.79
8/9/22 21:00,5218,0,27.48,6.84,21.73
8/9/22 22:00,3489,0,27.4,6.68,21.73
8/9/22 23:00,3184,0,27.32,6.5,21.67
8/10/22 0:00,3047,0,27.24,6.41,21.55
8/10/22 1:00,3025,0,27.15,6.31,21.48
8/10/22 2:00,3465,0,27.04,5.93,21.36
8/10/22 3:00,3112,0,26.99,5.54,21.24
8/10/22 4:00,3482,2.88,27.05,5.25,21.3
8/10/22 5:00,3417,43.65,27.88,4.57,21.85
8/10/22 6:00,3070,116.08,28.58,4.23,22.03
8/10/22 7:00,3460,191.42,29.22,4.26,21.97
8/10/22 8:00,5159,241.92,29.73,4.18,21.85
8/10/22 9:00,7347,262.62,30.09,4.4,21.97
8/10/22 10:00,7397,303.6,30.37,4.9,22.22
8/10/22 11:00,4983,279.98,30.6,5.44,22.16
8/10/22 12:00,5255,278.67,30.6,5.95,22.16
8/10/22 13:00,3830,243.55,30.35,6.46,22.09
8/10/22 14:00,3784,173.48,29.97,6.71,22.03
8/10/22 15:00,5215,101.35,29.49,6.66,21.97
8/10/22 16:00,5286,39.3,28.87,6.36,22.16
8/10/22 17:00,7381,2.52,28.22,6.18,22.22
8/10/22 18:00,9093,0,27.99,5.95,22.28
8/10/22 19:00,9156,0,27.9,5.65,22.34
8/10/22 20:00,4968,0,27.84,5.57,22.34
8/10/22 21:00,5107,0,27.75,5.38,22.34
8/10/22 22:00,3457,0,27.69,5.2,22.4
8/10/22 23:00,3315,0,27.65,5.32,22.46
8/11/22 0:00,3421,0,27.64,5.42,22.4
8/11/22 1:00,3089,0,27.58,5.28,22.46
8/11/22 2:00,3212,0,27.58,5.06,22.52
8/11/22 3:00,3499,0,27.55,4.64,22.52
8/11/22 4:00,3469,1.95,27.6,4.66,22.58
8/11/22 5:00,3432,8.08,28.07,4.55,22.95
8/11/22 6:00,3193,28.75,28.46,4.16,23.19
8/11/22 7:00,3361,52.23,28.93,4.49,23.25
8/11/22 8:00,5224,145,29.16,5.02,22.58
8/11/22 9:00,7465,217.77,29.14,5.49,21.85
8/11/22 10:00,7549,253.25,29.02,5.85,21.48
8/11/22 11:00,5034,280.62,28.89,6.18,21.24
8/11/22 12:00,4951,260.38,28.66,6.32,21.12
8/11/22 13:00,3996,229.95,28.42,6.22,21.12
8/11/22 14:00,3746,157.83,28.14,5.76,21.24
8/11/22 15:00,4914,85.83,27.86,5.22,21.42
8/11/22 16:00,5639,24.05,27.55,5.05,21.67
8/11/22 17:00,7487,1.38,27.3,5.18,21.79
8/11/22 18:00,9157,0,27.29,5.43,21.85
8/11/22 19:00,9120,0,27.32,5.65,21.91
8/11/22 20:00,5035,0,27.35,6.02,21.97
8/11/22 21:00,4926,0,27.33,6.47,21.91
8/11/22 22:00,3090,0,27.26,6.71,21.73
8/11/22 23:00,3056,0,27.13,6.68,21.61
8/12/22 0:00,3149,0,27,6.56,21.48
8/12/22 1:00,3405,0,26.9,6.53,21.42
8/12/22 2:00,3373,0,26.8,6.25,21.36
8/12/22 3:00,3071,0,26.72,6.06,21.3
8/12/22 4:00,3259,1.98,26.77,5.85,21.36
8/12/22 5:00,3195,24.3,27.39,5.07,21.73
8/12/22 6:00,3417,63.7,28.11,5.34,21.79
8/12/22 7:00,3421,107.95,28.68,5.77,21
8/12/22 8:00,4918,132.88,28.99,6.19,20.26
8/12/22 9:00,7351,163.15,29.23,6.34,20.08
8/12/22 10:00,7364,229.05,29.39,6.2,20.08
8/12/22 11:00,4839,271.73,29.52,6,20.14
8/12/22 12:00,5166,301.35,29.67,6.12,20.26
8/12/22 13:00,3577,264.85,29.74,6.49,20.51
8/12/22 14:00,3936,181.9,29.66,6.76,20.81
8/12/22 15:00,4979,103.95,29.34,6.68,21.18
8/12/22 16:00,5435,35.05,28.76,6.25,21.73
8/12/22 17:00,7375,1.75,27.98,6.32,21.91
8/12/22 18:00,9356,0,27.76,6.96,21.91
8/12/22 19:00,9204,0,27.65,6.9,21.97
8/12/22 20:00,4944,0,27.5,6.86,21.97
8/12/22 21:00,5205,0,27.33,6.76,21.91
8/12/22 22:00,3098,0,27.15,6.61,21.73
8/12/22 23:00,3141,0,27.01,6.41,21.61
8/13/22 0:00,3003,0,26.93,6.77,21.42
8/13/22 1:00,3410,0,26.87,7.12,21.18
8/13/22 2:00,3175,0,26.83,6.93,21.18
8/13/22 3:00,3279,0,26.87,7.23,21.24
8/13/22 4:00,3218,2.02,26.95,7.13,21.36
8/13/22 5:00,3045,8.52,27.54,6.64,21.79
8/13/22 6:00,3275,20.1,28.25,5.91,22.4
8/13/22 7:00,3032,35.75,28.99,5.9,22.83
8/13/22 8:00,5277,76.8,29.64,6.15,23.07
8/13/22 9:00,7252,90.2,30.1,6.45,23.19
8/13/22 10:00,7372,111.73,30.43,6.77,23.07
8/13/22 11:00,4937,112.7,30.44,7,22.83
8/13/22 12:00,5020,120.6,30.34,7.12,22.77
8/13/22 13:00,3996,123.1,30.15,7.14,22.64
8/13/22 14:00,3518,98.4,29.74,6.89,22.52
8/13/22 15:00,5024,56.85,29.32,6.67,22.58
8/13/22 16:00,5296,17.48,28.74,6.66,22.52
8/13/22 17:00,7603,1.73,28.09,6.84,22.22
8/13/22 18:00,9027,0,27.85,6.97,21.91
8/13/22 19:00,9202,0,27.7,6.55,21.79
8/13/22 20:00,4921,0,27.65,6.72,21.61
8/13/22 21:00,5288,0,27.55,6.59,21.48
8/13/22 22:00,3024,0,27.44,6.56,21.42
8/13/22 23:00,3395,0,27.34,6.31,21.36
8/14/22 0:00,3076,0,27.18,5.77,21.3
8/14/22 1:00,3277,0,27.08,5.47,21.3
8/14/22 2:00,3451,0,27,5.39,21.24
8/14/22 3:00,3495,0,26.94,5.1,21.24
8/14/22 4:00,3333,1.83,26.99,4.75,21.3
8/14/22 5:00,3214,11.62,28.08,4.17,22.09
8/14/22 6:00,3033,34.12,28.92,4.9,22.03
8/14/22 7:00,3227,96.23,29.55,5.03,21.85
8/14/22 8:00,4848,224.88,30.05,5.1,21.79
8/14/22 9:00,7391,328.7,30.46,5.26,21.85
8/14/22 10:00,7419,353.27,30.76,5.49,21.79
8/14/22 11:00,5201,316.98,30.88,5.74,21.79
8/14/22 12:00,5111,302.7,30.87,5.93,21.85
8/14/22 13:00,3594,275.67,30.72,6.12,21.79
8/14/22 14:00,3883,206.73,30.36,6.29,21.73
8/14/22 15:00,5112,112.48,29.8,6.33,21.67
8/14/22 16:00,5494,39.35,28.99,6.36,21.85
8/14/22 17:00,7260,2.05,28.14,6.61,21.85
8/14/22 18:00,9035,0,27.84,6.87,21.73
8/14/22 19:00,8992,0,27.71,6.86,21.67
8/14/22 20:00,5214,0,27.61,6.75,21.61
8/14/22 21:00,5023,0,27.48,6.37,21.55
8/14/22 22:00,3421,0,27.35,6.06,21.42
8/14/22 23:00,3155,0,27.23,6.15,21.3
8/15/22 0:00,3217,0,27.12,6.28,21.24
8/15/22 1:00,3263,0,26.99,6.05,21.12
8/15/22 2:00,3143,0,26.81,5.56,21.06
8/15/22 3:00,3370,0,26.65,5.02,20.94
8/15/22 4:00,3273,1.88,26.61,4.82,21
8/15/22 5:00,3187,40.2,27.26,4.41,21.42
8/15/22 6:00,3384,109.98,27.88,4.35,21.61
8/15/22 7:00,3500,199.77,28.63,4.23,21.61
8/15/22 8:00,5232,279.95,29.21,3.96,21.42
8/15/22 9:00,7141,340.2,29.8,3.78,21.55
8/15/22 10:00,7549,346.88,30.22,3.47,21.67
8/15/22 11:00,4852,352.25,30.44,3.07,21.79
8/15/22 12:00,5073,325.52,30.49,2.83,21.85
8/15/22 13:00,3949,301.67,30.47,2.71,21.91
8/15/22 14:00,3711,214.58,30.36,2.87,21.97
8/15/22 15:00,4992,123.73,30.19,3.09,22.09
8/15/22 16:00,5270,41.17,29.58,3.36,22.16
8/15/22 17:00,7595,1.7,28.58,3.83,22.34
8/15/22 18:00,9371,0,28.12,4.15,22.16
8/15/22 19:00,9039,0,27.83,4.06,22.03
8/15/22 20:00,5157,0,27.6,3.68,21.91
8/15/22 21:00,5144,0,27.44,3.33,21.79
8/15/22 22:00,3324,0,27.31,3.4,21.67
8/15/22 23:00,3017,0,27.2,3.49,21.61
8/16/22 0:00,3061,0,27.1,3.52,21.55
8/16/22 1:00,3382,0,27,3.41,21.48
8/16/22 2:00,3204,0,26.93,3.46,21.42
8/16/22 3:00,3008,0,26.87,3.49,21.42
8/16/22 4:00,3335,1.12,26.89,3.87,21.48
8/16/22 5:00,3448,16,27.59,3.88,21.91
8/16/22 6:00,3051,67.95,28.06,3.99,22.22
8/16/22 7:00,3351,131.8,28.83,4.72,22.46
8/16/22 8:00,4937,191.35,29.45,4.98,22.28
8/16/22 9:00,7477,269.02,29.74,4.99,22.03
8/16/22 10:00,7132,249.7,29.8,4.99,22.03
8/16/22 11:00,4820,201.3,29.79,5.06,22.03
8/16/22 12:00,4868,207.35,29.58,5.14,21.73
8/16/22 13:00,3891,167.1,29.27,4.99,21.79
8/16/22 14:00,3792,112.95,28.98,4.9,21.91
8/16/22 15:00,4873,52.88,28.61,4.87,22.03
8/16/22 16:00,5421,12.02,28.08,5.08,22.03
8/16/22 17:00,7279,1,27.57,5.56,21.67
8/16/22 18:00,9249,0,27.3,5.59,21.42
8/16/22 19:00,9366,0,27.11,5.59,21.3
8/16/22 20:00,4997,0,26.92,5.71,21.12
8/16/22 21:00,5236,0,26.69,5.84,21
8/16/22 22:00,3461,0,26.46,5.97,20.81
8/16/22 23:00,3424,0,26.25,5.9,20.63
8/17/22 0:00,3374,0,26.04,5.69,20.39
8/17/22 1:00,3385,0,25.87,5.61,20.2
8/17/22 2:00,3266,0,25.7,5.64,20.02
8/17/22 3:00,3426,0,25.53,5.76,19.84
8/17/22 4:00,3424,1.6,25.44,5.94,19.71
8/17/22 5:00,3192,11.8,25.88,5.81,19.96
8/17/22 6:00,3232,21.75,26.6,6.46,20.08
8/17/22 7:00,3332,57.88,27.55,7.4,20.08
8/17/22 8:00,5097,90.15,28.46,8.28,20.39
8/17/22 9:00,7242,161.17,28.75,9.23,21.12
8/17/22 10:00,7130,216.7,29.15,10.62,22.28
8/17/22 11:00,5231,290.25,29.18,12.02,22.46
8/17/22 12:00,4993,242.6,29.12,11.47,22.03
8/17/22 13:00,3702,193.52,29.14,10.23,21.48
8/17/22 14:00,3906,132.7,29.03,8.72,21.3
8/17/22 15:00,5266,68.67,28.61,7.32,21.36
8/17/22 16:00,5313,19.8,28,6.8,21.61
8/17/22 17:00,7420,0.95,27.42,6.69,21.55
8/17/22 18:00,8917,0,27.21,6.63,21.48
8/17/22 19:00,9304,0,27.1,6.6,21.36
8/17/22 20:00,5284,0,26.98,6.61,21.3
8/17/22 21:00,5123,0,26.86,6.65,21.18
8/17/22 22:00,3405,0,26.71,6.62,21.06
8/17/22 23:00,3262,0,26.59,6.97,20.81
8/18/22 0:00,3417,0,26.52,6.81,20.69
8/18/22 1:00,3438,0,26.35,6.11,20.69
8/18/22 2:00,3400,0,26.24,5.98,20.69
8/18/22 3:00,3380,0,26.19,6.14,20.63
8/18/22 4:00,3061,1.88,26.17,6.2,20.57
8/18/22 5:00,3056,37.92,26.5,6.03,20.81
8/18/22 6:00,3432,112.95,27.11,6.23,21.18
8/18/22 7:00,3240,202.15,27.76,7.29,21.42
8/18/22 8:00,5010,249.27,28.33,7.94,21.55
8/18/22 9:00,7150,225.02,28.73,8.4,21.73
8/18/22 10:00,7366,270.1,28.93,8.61,21.97
8/18/22 11:00,5023,253.85,28.9,8.64,22.22
8/18/22 12:00,5008,242.33,28.76,8.39,22.46
8/18/22 13:00,3597,221.73,28.66,8.31,22.52
8/18/22 14:00,3947,142.58,28.48,7.86,22.52
8/18/22 15:00,4956,68.05,28.1,7.6,22.22
8/18/22 16:00,5691,18.55,27.67,7.6,21.73
8/18/22 17:00,7257,0.92,27.21,7.19,21.3
8/18/22 18:00,9324,0,27.03,6.93,21.18
8/18/22 19:00,9293,0,26.92,6.9,21.12
8/18/22 20:00,4964,0,26.84,6.65,21
8/18/22 21:00,4824,0,26.73,6.29,20.94
8/18/22 22:00,3435,0,26.61,6.36,20.87
8/18/22 23:00,3365,0,26.48,6.31,20.75
8/19/22 0:00,3114,0,26.34,6.17,20.69
8/19/22 1:00,3247,0,26.22,6.1,20.57
8/19/22 2:00,3374,0,26.15,6.23,20.51
8/19/22 3:00,3138,0,26.12,6.4,20.45
8/19/22 4:00,3093,1.92,26.08,6.35,20.39
8/19/22 5:00,3336,18.6,26.38,6.26,20.63
8/19/22 6:00,3064,58.48,26.91,6.1,20.87
8/19/22 7:00,3165,89.4,27.56,6.34,21.18
8/19/22 8:00,5136,175.5,28.07,6.92,21.18
8/19/22 9:00,7381,199.5,28.48,7.31,21.18
8/19/22 10:00,7524,238.8,28.72,7.5,21
8/19/22 11:00,4971,296.95,28.75,7.37,20.69
8/19/22 12:00,4978,249.42,28.51,7.13,20.57
8/19/22 13:00,3977,223.77,28.15,6.79,20.51
8/19/22 14:00,3653,151.23,27.79,6.42,20.32
8/19/22 15:00,4917,90.95,27.36,5.96,20.2
8/19/22 16:00,5450,20.58,26.9,5.56,20.32
8/19/22 17:00,7199,0.88,26.45,5.41,20.26
8/19/22 18:00,9170,0,26.25,5.43,20.2
8/19/22 19:00,9114,0,26.09,5.33,20.2
8/19/22 20:00,5122,0,26.01,5.39,20.14
8/19/22 21:00,5040,0,25.93,5.54,20.08
8/19/22 22:00,3133,0,25.8,5.5,20.02
8/19/22 23:00,3462,0,25.66,5.35,19.9
8/20/22 0:00,3388,0,25.55,5.24,19.84
8/20/22 1:00,3466,0,25.44,5.28,19.71
8/20/22 2:00,3315,0,25.33,5.36,19.59
8/20/22 3:00,3047,0,25.19,5.49,19.41
8/20/22 4:00,3424,1.58,25.09,5.55,19.29
8/20/22 5:00,3270,23.5,25.68,5.23,19.65
8/20/22 6:00,3270,82.67,26.58,5.68,19.9
8/20/22 7:00,3116,149.65,27.62,5.8,20.08
8/20/22 8:00,4809,193.5,28.52,5.46,20.51
8/20/22 9:00,7174,245.42,29.19,5.23,20.75
8/20/22 10:00,7147,258.05,29.58,5.06,20.87
8/20/22 11:00,5228,320.15,29.8,5.16,20.87
8/20/22 12:00,4847,305.83,29.76,5.43,20.81
8/20/22 13:00,3528,209.52,29.55,5.74,20.63
8/20/22 14:00,3862,125.45,29.19,5.78,20.32
8/20/22 15:00,4868,55.45,28.66,5.54,20.26
8/20/22 16:00,5411,16.58,27.96,5.21,20.32
8/20/22 17:00,7141,0.9,27.17,5.05,20.39
8/20/22 18:00,9322,0,26.9,4.94,20.32
8/20/22 19:00,9373,0,26.72,4.73,20.2
8/20/22 20:00,4893,0,26.58,4.41,20.14
8/20/22 21:00,4827,0,26.46,4.38,20.08
8/20/22 22:00,3090,0,26.29,4.2,20.02
8/20/22 23:00,3233,0,26.16,3.87,19.96
8/21/22 0:00,3398,0,26.05,3.81,19.9
8/21/22 1:00,3444,0,25.94,3.69,19.78
8/21/22 2:00,3142,0,25.81,3.53,19.65
8/21/22 3:00,3021,0,25.69,3.38,19.53
8/21/22 4:00,3104,2,25.62,3.44,19.41
8/21/22 5:00,3233,27.52,26.62,3.34,19.9
8/21/22 6:00,3082,98.65,27.43,2.9,19.65
8/21/22 7:00,3070,170.75,28.06,2.55,19.53
8/21/22 8:00,5196,209.95,28.62,2.52,19.35
8/21/22 9:00,7409,309.73,28.94,2.73,19.53
8/21/22 10:00,7211,350.08,29.26,3.11,19.9
8/21/22 11:00,4808,404.83,29.55,3.63,20.14
8/21/22 12:00,5134,401.15,29.63,4.22,20.2
8/21/22 13:00,3783,349.23,29.55,4.75,20.32
8/21/22 14:00,3861,238.2,29.28,5.02,20.2
8/21/22 15:00,4818,141.6,28.77,5.05,20.08
8/21/22 16:00,5585,44.77,28.09,5.04,20.08
8/21/22 17:00,7206,0,27.22,5.04,20.32
8/21/22 18:00,9262,0,26.87,5.17,20.2
8/21/22 19:00,9071,0,26.72,5.04,20.08
8/21/22 20:00,4899,0,26.61,4.7,20.08
8/21/22 21:00,5191,0,26.51,4.57,20.02
8/21/22 22:00,3368,0,26.46,4.43,19.96
